borough,year_and_month,month,year,season,pandemic_period,recovery_success
lewisham,2015-08-01,august,2015,summer,pre-pandemic,0
southwark,2015-08-01,august,2015,summer,pre-pandemic,0
bromley,2015-08-01,august,2015,summer,pre-pandemic,0
lambeth,2015-08-01,august,2015,summer,pre-pandemic,0
tower hamlets,2015-09-01,september,2015,autumn,pre-pandemic,0
waltham forest,2015-09-01,september,2015,autumn,pre-pandemic,1
greenwich,2015-09-01,september,2015,autumn,pre-pandemic,0
barnet,2015-09-01,september,2015,autumn,pre-pandemic,0
hackney,2015-09-01,september,2015,autumn,pre-pandemic,0
enfield,2015-09-01,september,2015,autumn,pre-pandemic,0
barking and dagenham,2015-09-01,september,2015,autumn,pre-pandemic,0
bexley,2015-09-01,september,2015,autumn,pre-pandemic,0
croydon,2015-09-01,september,2015,autumn,pre-pandemic,0
hackney,2015-09-01,september,2015,autumn,pre-pandemic,0
wandsworth,2015-09-01,september,2015,autumn,pre-pandemic,0
bromley,2015-09-01,september,2015,autumn,pre-pandemic,1
croydon,2015-09-01,september,2015,autumn,pre-pandemic,0
bromley,2015-09-01,september,2015,autumn,pre-pandemic,1
wandsworth,2015-09-01,september,2015,autumn,pre-pandemic,0
havering,2015-09-01,september,2015,autumn,pre-pandemic,0
lewisham,2015-09-01,september,2015,autumn,pre-pandemic,0
islington,2015-09-01,september,2015,autumn,pre-pandemic,0
waltham forest,2015-09-01,september,2015,autumn,pre-pandemic,0
hillingdon,2015-10-01,october,2015,autumn,pre-pandemic,1
brent,2015-10-01,october,2015,autumn,pre-pandemic,0
brent,2015-10-01,october,2015,autumn,pre-pandemic,0
hillingdon,2015-10-01,october,2015,autumn,pre-pandemic,0
bromley,2015-10-01,october,2015,autumn,pre-pandemic,0
hounslow,2015-10-01,october,2015,autumn,pre-pandemic,0
hammersmith and fulham,2015-10-01,october,2015,autumn,pre-pandemic,0
islington,2015-10-01,october,2015,autumn,pre-pandemic,0
enfield,2015-10-01,october,2015,autumn,pre-pandemic,1
camden,2015-10-01,october,2015,autumn,pre-pandemic,1
kingston upon thames,2015-10-01,october,2015,autumn,pre-pandemic,0
westminster,2015-10-01,october,2015,autumn,pre-pandemic,0
barnet,2015-10-01,october,2015,autumn,pre-pandemic,1
havering,2015-10-01,october,2015,autumn,pre-pandemic,0
lewisham,2015-10-01,october,2015,autumn,pre-pandemic,0
greenwich,2015-10-01,october,2015,autumn,pre-pandemic,1
camden,2015-10-01,october,2015,autumn,pre-pandemic,0
westminster,2015-10-01,october,2015,autumn,pre-pandemic,0
bromley,2015-10-01,october,2015,autumn,pre-pandemic,0
newham,2015-10-01,october,2015,autumn,pre-pandemic,0
greenwich,2015-10-01,october,2015,autumn,pre-pandemic,0
croydon,2015-10-01,october,2015,autumn,pre-pandemic,0
wandsworth,2015-10-01,october,2015,autumn,pre-pandemic,0
kensington and chelsea,2015-10-01,october,2015,autumn,pre-pandemic,1
hillingdon,2015-10-01,october,2015,autumn,pre-pandemic,1
southwark,2015-10-01,october,2015,autumn,pre-pandemic,0
westminster,2015-10-01,october,2015,autumn,pre-pandemic,0
wandsworth,2015-10-01,october,2015,autumn,pre-pandemic,0
sutton,2015-10-01,october,2015,autumn,pre-pandemic,1
kingston upon thames,2015-11-01,november,2015,autumn,pre-pandemic,0
barking and dagenham,2015-11-01,november,2015,autumn,pre-pandemic,0
westminster,2015-11-01,november,2015,autumn,pre-pandemic,0
hounslow,2015-11-01,november,2015,autumn,pre-pandemic,1
richmond upon thames,2015-11-01,november,2015,autumn,pre-pandemic,0
hammersmith and fulham,2015-11-01,november,2015,autumn,pre-pandemic,0
hounslow,2015-11-01,november,2015,autumn,pre-pandemic,1
islington,2015-11-01,november,2015,autumn,pre-pandemic,0
havering,2015-11-01,november,2015,autumn,pre-pandemic,0
hackney,2015-11-01,november,2015,autumn,pre-pandemic,0
camden,2015-11-01,november,2015,autumn,pre-pandemic,0
lewisham,2015-11-01,november,2015,autumn,pre-pandemic,0
barnet,2015-11-01,november,2015,autumn,pre-pandemic,0
camden,2015-11-01,november,2015,autumn,pre-pandemic,0
enfield,2015-11-01,november,2015,autumn,pre-pandemic,1
haringey,2015-11-01,november,2015,autumn,pre-pandemic,0
greenwich,2015-11-01,november,2015,autumn,pre-pandemic,0
westminster,2015-12-01,december,2015,winter,pre-pandemic,0
newham,2015-12-01,december,2015,winter,pre-pandemic,0
croydon,2015-12-01,december,2015,winter,pre-pandemic,1
croydon,2015-12-01,december,2015,winter,pre-pandemic,0
waltham forest,2015-12-01,december,2015,winter,pre-pandemic,0
haringey,2015-12-01,december,2015,winter,pre-pandemic,0
islington,2015-12-01,december,2015,winter,pre-pandemic,0
hammersmith and fulham,2015-12-01,december,2015,winter,pre-pandemic,0
richmond upon thames,2015-12-01,december,2015,winter,pre-pandemic,1
richmond upon thames,2015-12-01,december,2015,winter,pre-pandemic,0
southwark,2015-12-01,december,2015,winter,pre-pandemic,0
southwark,2015-12-01,december,2015,winter,pre-pandemic,0
southwark,2015-12-01,december,2015,winter,pre-pandemic,0
southwark,2015-12-01,december,2015,winter,pre-pandemic,0
hackney,2015-12-01,december,2015,winter,pre-pandemic,0
brent,2015-12-01,december,2015,winter,pre-pandemic,0
tower hamlets,2015-12-01,december,2015,winter,pre-pandemic,0
merton,2015-12-01,december,2015,winter,pre-pandemic,0
greenwich,2015-12-01,december,2015,winter,pre-pandemic,0
lambeth,2015-12-01,december,2015,winter,pre-pandemic,1
westminster,2015-12-01,december,2015,winter,pre-pandemic,0
hounslow,2016-01-01,january,2016,winter,pre-pandemic,0
kingston upon thames,2016-01-01,january,2016,winter,pre-pandemic,0
hillingdon,2016-01-01,january,2016,winter,pre-pandemic,0
islington,2016-01-01,january,2016,winter,pre-pandemic,0
lewisham,2016-01-01,january,2016,winter,pre-pandemic,0
brent,2016-01-01,january,2016,winter,pre-pandemic,0
bromley,2016-01-01,january,2016,winter,pre-pandemic,0
hackney,2016-01-01,january,2016,winter,pre-pandemic,0
tower hamlets,2016-01-01,january,2016,winter,pre-pandemic,0
islington,2016-01-01,january,2016,winter,pre-pandemic,0
greenwich,2016-01-01,january,2016,winter,pre-pandemic,0
haringey,2016-01-01,january,2016,winter,pre-pandemic,0
tower hamlets,2016-02-01,february,2016,winter,pre-pandemic,0
camden,2016-02-01,february,2016,winter,pre-pandemic,0
hackney,2016-02-01,february,2016,winter,pre-pandemic,0
lewisham,2016-02-01,february,2016,winter,pre-pandemic,0
newham,2016-02-01,february,2016,winter,pre-pandemic,1
newham,2016-02-01,february,2016,winter,pre-pandemic,1
lambeth,2016-02-01,february,2016,winter,pre-pandemic,0
greenwich,2016-02-01,february,2016,winter,pre-pandemic,1
hackney,2016-02-01,february,2016,winter,pre-pandemic,0
hounslow,2016-02-01,february,2016,winter,pre-pandemic,0
kensington and chelsea,2016-02-01,february,2016,winter,pre-pandemic,1
croydon,2016-03-01,march,2016,spring,pre-pandemic,0
lewisham,2016-03-01,march,2016,spring,pre-pandemic,0
tower hamlets,2016-03-01,march,2016,spring,pre-pandemic,0
hackney,2016-03-01,march,2016,spring,pre-pandemic,0
hackney,2016-03-01,march,2016,spring,pre-pandemic,0
camden,2016-03-01,march,2016,spring,pre-pandemic,0
barnet,2016-03-01,march,2016,spring,pre-pandemic,0
wandsworth,2016-03-01,march,2016,spring,pre-pandemic,0
richmond upon thames,2016-03-01,march,2016,spring,pre-pandemic,0
barking and dagenham,2016-03-01,march,2016,spring,pre-pandemic,1
hillingdon,2016-03-01,march,2016,spring,pre-pandemic,0
lambeth,2016-03-01,march,2016,spring,pre-pandemic,0
southwark,2016-04-01,april,2016,spring,pre-pandemic,0
enfield,2016-04-01,april,2016,spring,pre-pandemic,1
haringey,2016-04-01,april,2016,spring,pre-pandemic,0
hounslow,2016-04-01,april,2016,spring,pre-pandemic,0
lambeth,2016-04-01,april,2016,spring,pre-pandemic,0
westminster,2016-04-01,april,2016,spring,pre-pandemic,0
lewisham,2016-04-01,april,2016,spring,pre-pandemic,0
ealing,2016-04-01,april,2016,spring,pre-pandemic,0
bexley,2016-04-01,april,2016,spring,pre-pandemic,0
merton,2016-04-01,april,2016,spring,pre-pandemic,0
hounslow,2016-05-01,may,2016,spring,pre-pandemic,0
lewisham,2016-05-01,may,2016,spring,pre-pandemic,0
lambeth,2016-05-01,may,2016,spring,pre-pandemic,0
croydon,2016-05-01,may,2016,spring,pre-pandemic,0
waltham forest,2016-05-01,may,2016,spring,pre-pandemic,0
croydon,2016-05-01,may,2016,spring,pre-pandemic,1
enfield,2016-05-01,may,2016,spring,pre-pandemic,0
westminster,2016-05-01,may,2016,spring,pre-pandemic,0
croydon,2016-05-01,may,2016,spring,pre-pandemic,0
islington,2016-05-01,may,2016,spring,pre-pandemic,0
enfield,2016-05-01,may,2016,spring,pre-pandemic,0
barnet,2016-05-01,may,2016,spring,pre-pandemic,0
greenwich,2016-05-01,may,2016,spring,pre-pandemic,0
haringey,2016-05-01,may,2016,spring,pre-pandemic,0
barking and dagenham,2016-05-01,may,2016,spring,pre-pandemic,0
hounslow,2016-05-01,may,2016,spring,pre-pandemic,0
greenwich,2016-05-01,may,2016,spring,pre-pandemic,0
havering,2016-05-01,may,2016,spring,pre-pandemic,1
havering,2016-06-01,june,2016,summer,pre-pandemic,0
hillingdon,2016-06-01,june,2016,summer,pre-pandemic,0
hillingdon,2016-06-01,june,2016,summer,pre-pandemic,0
ealing,2016-06-01,june,2016,summer,pre-pandemic,0
enfield,2016-06-01,june,2016,summer,pre-pandemic,0
westminster,2016-06-01,june,2016,summer,pre-pandemic,0
westminster,2016-06-01,june,2016,summer,pre-pandemic,0
westminster,2016-06-01,june,2016,summer,pre-pandemic,0
westminster,2016-06-01,june,2016,summer,pre-pandemic,0
brent,2016-06-01,june,2016,summer,pre-pandemic,0
greenwich,2016-06-01,june,2016,summer,pre-pandemic,0
lewisham,2016-06-01,june,2016,summer,pre-pandemic,0
haringey,2016-06-01,june,2016,summer,pre-pandemic,0
westminster,2016-06-01,june,2016,summer,pre-pandemic,0
ealing,2016-06-01,june,2016,summer,pre-pandemic,0
hillingdon,2016-06-01,june,2016,summer,pre-pandemic,0
camden,2016-06-01,june,2016,summer,pre-pandemic,0
merton,2016-06-01,june,2016,summer,pre-pandemic,0
newham,2016-06-01,june,2016,summer,pre-pandemic,0
kensington and chelsea,2016-06-01,june,2016,summer,pre-pandemic,0
redbridge,2016-06-01,june,2016,summer,pre-pandemic,0
bromley,2016-06-01,june,2016,summer,pre-pandemic,0
greenwich,2016-07-01,july,2016,summer,pre-pandemic,1
merton,2016-07-01,july,2016,summer,pre-pandemic,0
enfield,2016-07-01,july,2016,summer,pre-pandemic,0
bromley,2016-07-01,july,2016,summer,pre-pandemic,1
southwark,2016-07-01,july,2016,summer,pre-pandemic,0
richmond upon thames,2016-07-01,july,2016,summer,pre-pandemic,1
hillingdon,2016-07-01,july,2016,summer,pre-pandemic,0
croydon,2016-07-01,july,2016,summer,pre-pandemic,0
hillingdon,2016-07-01,july,2016,summer,pre-pandemic,1
greenwich,2016-07-01,july,2016,summer,pre-pandemic,0
waltham forest,2016-07-01,july,2016,summer,pre-pandemic,0
haringey,2016-07-01,july,2016,summer,pre-pandemic,0
sutton,2016-07-01,july,2016,summer,pre-pandemic,0
haringey,2016-07-01,july,2016,summer,pre-pandemic,0
greenwich,2016-07-01,july,2016,summer,pre-pandemic,1
barnet,2016-07-01,july,2016,summer,pre-pandemic,0
barnet,2016-07-01,july,2016,summer,pre-pandemic,1
barnet,2016-07-01,july,2016,summer,pre-pandemic,1
barnet,2016-07-01,july,2016,summer,pre-pandemic,1
barnet,2016-07-01,july,2016,summer,pre-pandemic,1
barnet,2016-07-01,july,2016,summer,pre-pandemic,1
barnet,2016-07-01,july,2016,summer,pre-pandemic,1
barnet,2016-07-01,july,2016,summer,pre-pandemic,1
barnet,2016-07-01,july,2016,summer,pre-pandemic,1
ealing,2016-07-01,july,2016,summer,pre-pandemic,0
barnet,2016-08-01,august,2016,summer,pre-pandemic,0
bromley,2016-08-01,august,2016,summer,pre-pandemic,0
islington,2016-08-01,august,2016,summer,pre-pandemic,0
barking and dagenham,2016-08-01,august,2016,summer,pre-pandemic,0
brent,2016-08-01,august,2016,summer,pre-pandemic,0
wandsworth,2016-08-01,august,2016,summer,pre-pandemic,0
kensington and chelsea,2016-08-01,august,2016,summer,pre-pandemic,0
redbridge,2016-08-01,august,2016,summer,pre-pandemic,0
kingston upon thames,2016-08-01,august,2016,summer,pre-pandemic,0
lewisham,2016-08-01,august,2016,summer,pre-pandemic,1
lewisham,2016-08-01,august,2016,summer,pre-pandemic,1
lewisham,2016-08-01,august,2016,summer,pre-pandemic,0
lewisham,2016-08-01,august,2016,summer,pre-pandemic,1
lewisham,2016-08-01,august,2016,summer,pre-pandemic,1
lewisham,2016-08-01,august,2016,summer,pre-pandemic,1
lewisham,2016-08-01,august,2016,summer,pre-pandemic,0
wandsworth,2016-08-01,august,2016,summer,pre-pandemic,1
southwark,2016-08-01,august,2016,summer,pre-pandemic,0
tower hamlets,2016-08-01,august,2016,summer,pre-pandemic,0
lambeth,2016-08-01,august,2016,summer,pre-pandemic,0
haringey,2016-09-01,september,2016,autumn,pre-pandemic,1
barking and dagenham,2016-09-01,september,2016,autumn,pre-pandemic,0
haringey,2016-09-01,september,2016,autumn,pre-pandemic,0
havering,2016-09-01,september,2016,autumn,pre-pandemic,1
islington,2016-09-01,september,2016,autumn,pre-pandemic,0
tower hamlets,2016-09-01,september,2016,autumn,pre-pandemic,1
enfield,2016-09-01,september,2016,autumn,pre-pandemic,0
richmond upon thames,2016-09-01,september,2016,autumn,pre-pandemic,1
lewisham,2016-09-01,september,2016,autumn,pre-pandemic,0
brent,2016-09-01,september,2016,autumn,pre-pandemic,1
tower hamlets,2016-09-01,september,2016,autumn,pre-pandemic,0
islington,2016-09-01,september,2016,autumn,pre-pandemic,0
westminster,2016-09-01,september,2016,autumn,pre-pandemic,0
barking and dagenham,2016-09-01,september,2016,autumn,pre-pandemic,0
barking and dagenham,2016-09-01,september,2016,autumn,pre-pandemic,0
haringey,2016-09-01,september,2016,autumn,pre-pandemic,0
waltham forest,2016-09-01,september,2016,autumn,pre-pandemic,1
waltham forest,2016-09-01,september,2016,autumn,pre-pandemic,1
wandsworth,2016-09-01,september,2016,autumn,pre-pandemic,0
bromley,2016-09-01,september,2016,autumn,pre-pandemic,0
kingston upon thames,2016-09-01,september,2016,autumn,pre-pandemic,0
westminster,2016-09-01,september,2016,autumn,pre-pandemic,0
westminster,2016-09-01,september,2016,autumn,pre-pandemic,0
croydon,2016-10-01,october,2016,autumn,pre-pandemic,0
enfield,2016-10-01,october,2016,autumn,pre-pandemic,0
greenwich,2016-10-01,october,2016,autumn,pre-pandemic,0
kingston upon thames,2016-10-01,october,2016,autumn,pre-pandemic,0
richmond upon thames,2016-10-01,october,2016,autumn,pre-pandemic,0
redbridge,2016-10-01,october,2016,autumn,pre-pandemic,0
greenwich,2016-10-01,october,2016,autumn,pre-pandemic,0
havering,2016-10-01,october,2016,autumn,pre-pandemic,0
haringey,2016-10-01,october,2016,autumn,pre-pandemic,0
bromley,2016-10-01,october,2016,autumn,pre-pandemic,0
merton,2016-10-01,october,2016,autumn,pre-pandemic,0
wandsworth,2016-10-01,october,2016,autumn,pre-pandemic,0
southwark,2016-10-01,october,2016,autumn,pre-pandemic,0
southwark,2016-10-01,october,2016,autumn,pre-pandemic,0
hackney,2016-10-01,october,2016,autumn,pre-pandemic,0
islington,2016-10-01,october,2016,autumn,pre-pandemic,0
hackney,2016-10-01,october,2016,autumn,pre-pandemic,0
barnet,2016-10-01,october,2016,autumn,pre-pandemic,0
barnet,2016-10-01,october,2016,autumn,pre-pandemic,0
westminster,2016-10-01,october,2016,autumn,pre-pandemic,0
kingston upon thames,2016-10-01,october,2016,autumn,pre-pandemic,0
hackney,2016-11-01,november,2016,autumn,pre-pandemic,0
bromley,2016-11-01,november,2016,autumn,pre-pandemic,0
hammersmith and fulham,2016-11-01,november,2016,autumn,pre-pandemic,1
kensington and chelsea,2016-11-01,november,2016,autumn,pre-pandemic,0
bexley,2016-11-01,november,2016,autumn,pre-pandemic,0
croydon,2016-11-01,november,2016,autumn,pre-pandemic,0
greenwich,2016-11-01,november,2016,autumn,pre-pandemic,0
lambeth,2016-11-01,november,2016,autumn,pre-pandemic,0
camden,2016-11-01,november,2016,autumn,pre-pandemic,0
southwark,2016-11-01,november,2016,autumn,pre-pandemic,0
lewisham,2016-11-01,november,2016,autumn,pre-pandemic,0
lewisham,2016-11-01,november,2016,autumn,pre-pandemic,0
bexley,2016-11-01,november,2016,autumn,pre-pandemic,0
kensington and chelsea,2016-11-01,november,2016,autumn,pre-pandemic,0
croydon,2016-11-01,november,2016,autumn,pre-pandemic,0
hackney,2016-11-01,november,2016,autumn,pre-pandemic,0
barking and dagenham,2016-11-01,november,2016,autumn,pre-pandemic,0
havering,2016-11-01,november,2016,autumn,pre-pandemic,0
hackney,2016-12-01,december,2016,winter,pre-pandemic,0
lambeth,2016-12-01,december,2016,winter,pre-pandemic,0
croydon,2016-12-01,december,2016,winter,pre-pandemic,1
barnet,2016-12-01,december,2016,winter,pre-pandemic,0
islington,2016-12-01,december,2016,winter,pre-pandemic,0
ealing,2016-12-01,december,2016,winter,pre-pandemic,0
westminster,2016-12-01,december,2016,winter,pre-pandemic,0
islington,2016-12-01,december,2016,winter,pre-pandemic,1
hammersmith and fulham,2016-12-01,december,2016,winter,pre-pandemic,0
barnet,2016-12-01,december,2016,winter,pre-pandemic,0
ealing,2016-12-01,december,2016,winter,pre-pandemic,0
greenwich,2016-12-01,december,2016,winter,pre-pandemic,0
hammersmith and fulham,2016-12-01,december,2016,winter,pre-pandemic,0
hackney,2017-01-01,january,2017,winter,pre-pandemic,0
havering,2017-01-01,january,2017,winter,pre-pandemic,0
havering,2017-01-01,january,2017,winter,pre-pandemic,0
kingston upon thames,2017-01-01,january,2017,winter,pre-pandemic,0
islington,2017-01-01,january,2017,winter,pre-pandemic,0
harrow,2017-01-01,january,2017,winter,pre-pandemic,0
hackney,2017-01-01,january,2017,winter,pre-pandemic,0
westminster,2017-01-01,january,2017,winter,pre-pandemic,0
tower hamlets,2017-01-01,january,2017,winter,pre-pandemic,0
haringey,2017-01-01,january,2017,winter,pre-pandemic,0
hammersmith and fulham,2017-01-01,january,2017,winter,pre-pandemic,0
hounslow,2017-01-01,january,2017,winter,pre-pandemic,0
hackney,2017-01-01,january,2017,winter,pre-pandemic,0
redbridge,2017-02-01,february,2017,winter,pre-pandemic,0
barnet,2017-02-01,february,2017,winter,pre-pandemic,0
barking and dagenham,2017-02-01,february,2017,winter,pre-pandemic,1
islington,2017-02-01,february,2017,winter,pre-pandemic,0
bexley,2017-02-01,february,2017,winter,pre-pandemic,0
lambeth,2017-02-01,february,2017,winter,pre-pandemic,1
southwark,2017-02-01,february,2017,winter,pre-pandemic,1
newham,2017-02-01,february,2017,winter,pre-pandemic,0
lewisham,2017-02-01,february,2017,winter,pre-pandemic,0
enfield,2017-02-01,february,2017,winter,pre-pandemic,0
croydon,2017-02-01,february,2017,winter,pre-pandemic,0
brent,2017-02-01,february,2017,winter,pre-pandemic,0
greenwich,2017-02-01,february,2017,winter,pre-pandemic,1
kensington and chelsea,2017-02-01,february,2017,winter,pre-pandemic,1
tower hamlets,2017-02-01,february,2017,winter,pre-pandemic,1
tower hamlets,2017-02-01,february,2017,winter,pre-pandemic,0
ealing,2017-03-01,march,2017,spring,pre-pandemic,1
ealing,2017-03-01,march,2017,spring,pre-pandemic,0
barnet,2017-03-01,march,2017,spring,pre-pandemic,0
westminster,2017-03-01,march,2017,spring,pre-pandemic,0
enfield,2017-03-01,march,2017,spring,pre-pandemic,1
bexley,2017-03-01,march,2017,spring,pre-pandemic,1
bexley,2017-03-01,march,2017,spring,pre-pandemic,1
hillingdon,2017-03-01,march,2017,spring,pre-pandemic,1
brent,2017-03-01,march,2017,spring,pre-pandemic,0
ealing,2017-03-01,march,2017,spring,pre-pandemic,0
croydon,2017-03-01,march,2017,spring,pre-pandemic,0
hackney,2017-03-01,march,2017,spring,pre-pandemic,0
kensington and chelsea,2017-03-01,march,2017,spring,pre-pandemic,0
waltham forest,2017-03-01,march,2017,spring,pre-pandemic,0
lewisham,2017-03-01,march,2017,spring,pre-pandemic,0
croydon,2017-03-01,march,2017,spring,pre-pandemic,0
richmond upon thames,2017-03-01,march,2017,spring,pre-pandemic,0
newham,2017-03-01,march,2017,spring,pre-pandemic,0
croydon,2017-03-01,march,2017,spring,pre-pandemic,0
hackney,2017-03-01,march,2017,spring,pre-pandemic,1
